Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
GKDOT42L,169858440,159135,8448,996,121984,22377,3448935,1,0,English
VIP8VFKW,169501845,105630,20179,1397,1677690,61126,5125402,1,0,English
CM9U018F,169456620,153855,4958,1081,74404,45202,2807619,1,1,Portuguese
GFV2FZ3L,169365870,92055,8063,1885,250786,115028,2168664,1,1,English
GRHKZ2U7,169215480,153525,8535,1096,116653,106957,4182011,1,1,English
FMVCN8NH,169026750,112095,6765,1475,255944,23213,5862326,1,0,Russian
0WM6UXSW,168943005,70650,5041,2338,101359,22193,7610128,1,0,English
K8UCBEOG,168861240,30600,16622,5485,302419,126399,2668187,1,0,English
IZMIXIGX,168832200,38685,20354,4259,861594,308499,3736356,1,0,English
B3LDBHNX,168767490,108690,9137,1466,205041,52071,3755880,1,0,Korean
0DVERM02,168736395,130215,7853,1259,94820,27795,2313340,1,1,English
16FV7L55,168416325,76140,10656,2210,415795,150813,6013389,1,0,Korean
0PB8QHJW,168339975,57105,37980,2399,204348,146852,5349362,1,0,Spanish
HCX0WKXK,167898480,11055,51989,15483,2137521,126150,2268382,1,0,English
S4GEW1G3,167875230,153960,22641,1076,127151,74509,2149900,1,1,English
VC5T5SL8,167774640,182925,4994,908,235167,19566,3055373,1,0,English
AXVJKMMA,167534355,115560,9531,1432,309300,18289,3880016,1,1,English
TMY4K8XO,167325930,32790,24573,4103,622358,281667,5508199,1,0,Turkish
N0HP9Y5T,167309220,111240,8580,1475,266853,147449,2220313,1,1,English
4T23NJM6,167186250,188805,2008,879,37162,10214,3006979,1,0,Korean
CO28LFH7,166892040,153345,3622,1064,79204,39363,2852825,1,0,English
RO62T6WU,166850715,35445,15476,4663,547154,465321,2419659,1,0,Spanish
ND43EANX,166587645,142350,8098,1150,165906,6207,1614843,1,1,English
XR9USTMB,166422960,172080,13675,909,312280,298759,3022408,1,0,Italian
NUP41PYP,166352115,96720,11518,1821,255156,218287,2695198,1,0,English
B1YWRTKK,165590085,120435,11693,1333,103636,48833,5069397,1,0,English
P3PDZXN0,165536760,133530,9738,1237,147542,76656,3954958,1,0,French
LCPG12ZL,165015915,64650,7592,2488,260119,26670,6966348,1,0,Chinese
7WR29CMT,164981160,111600,8103,1534,57634,11867,3983662,1,0,Chinese
6OKF7DP5,164759730,58395,6577,2809,287063,60041,2147906,1,1,English
L1FJF1TJ,164673495,47430,26738,3449,195423,97696,3424139,1,0,Korean
X5F9ULNR,163736505,121335,12709,1332,375646,27173,3970888,1,1,English
UCU6TJK3,163669320,147990,7172,1118,260125,140806,3739750,1,0,Polish
O31JYED0,163589370,519675,14261,313,788684,22331,4084222,1,0,English
CQ6Z7W60,163381335,36540,52558,4365,706537,614383,6210317,1,0,Spanish
88C825VS,163307010,89910,5792,1886,88697,33306,6092699,1,0,English
NLZDCBU3,163208925,37110,27040,4293,117084,55445,8254877,1,0,Thai
VFUVD4J0,163132800,40950,37187,4586,186208,71514,5283711,1,0,Spanish
FRUDQ0JK,162887760,150555,7268,974,141898,92033,3786059,1,1,Portuguese
TO9WS056,162817050,61770,18091,2431,442412,236558,6156791,1,1,Spanish
W0T6VL3K,162738420,107700,7132,1481,470873,190155,5465173,1,0,Spanish
HT4PAJZN,162723510,108540,13314,1383,137885,62796,2964244,1,0,English
IYMHPLFV,162714930,99345,37236,1586,621921,65910,10222790,1,0,English
FPVF2GK3,162618315,181665,14160,925,380488,155158,3906784,1,0,English
VVYGWYVF,162559230,82470,10391,2028,244207,88737,2352357,1,0,English
WBIRYXLG,162510660,514845,1874,314,3660,1328,4001475,1,0,Thai
UGN6J0IE,162232935,36165,116245,5305,727059,492841,2041776,1,0,Arabic
U3SOEEIW,162138405,85785,7169,1727,813371,24644,2326058,1,1,English
UHZO0QJF,161818335,51600,26715,3006,347824,332931,8549523,1,0,Russian
1AVVYNIZ,161489220,137880,14550,1023,160000,120954,2372907,1,1,English
Z1V8ESI0,161468685,69315,13639,2177,76050,59909,10310607,1,0,English
XT33K9XH,161371665,140535,4282,1115,108382,74892,5389852,1,0,Korean
4W3JG1WK,161208750,51015,17394,3141,284563,166114,7887006,1,0,Turkish
8R1H27Z7,161185890,103950,12430,1312,153870,21706,3152805,1,1,English
THV4P9HI,160672260,85545,10888,1812,868738,188163,4991368,1,0,Portuguese
2UY6YL3Z,160163880,94005,30706,1638,352412,122225,5107789,1,0,Korean
UAUSDF49,159875505,161010,6899,971,244133,40087,7067999,1,1,Thai
9QHD1QM0,159761910,121005,7289,1186,169330,147217,2431075,1,0,English
MLVBIA74,159655155,107910,18686,1388,90359,35096,3279762,1,1,English
CEUZ1M8L,159647175,104955,126254,796,178612,137968,4834852,1,0,Portuguese
68BFPT0G,159557775,104955,14634,1681,165439,67444,6694660,1,0,Spanish
1NZFFLB5,159505395,49125,19262,2997,795869,122263,4572893,1,1,English
32IQRNQ6,159449055,19995,57179,5697,241924,72319,5152605,1,0,English
FRI0Y32K,159172080,127740,4681,1233,701822,49134,5210466,1,0,English
QR506EOF,159140235,32865,35922,4647,733628,78929,4783744,1,0,English
OWT2KE95,159071145,113595,5152,1263,170181,23267,2546439,1,1,English
0M95TOCC,158999070,138300,11338,1123,1474090,111,3724340,1,1,English
UDRBGTJW,158995065,56820,9611,2638,310100,233686,3178181,1,0,French
0KYZIQ0X,158951265,87330,11217,1630,391413,322355,4835861,1,0,Spanish
HSM9I386,158035530,169260,6210,897,199618,106749,2723926,1,0,English
K8MPKHY1,157882170,86745,9203,1748,405554,202294,11207571,1,1,English
V50ZGPSY,157852620,89715,11279,1692,144116,77889,3731059,1,0,Korean
O29LFRYT,157847640,57690,15241,1790,375911,32463,10361325,1,0,English
AVUYHW6M,157325925,154635,12676,955,732192,22714,3579571,1,1,English
OWW9T214,156901800,125115,7659,1205,183900,57927,4585217,1,0,Italian
ZT52AZLP,156821940,53835,23081,2256,71596,31807,8056327,1,0,French
TI1YVDAY,156544635,112755,10809,1400,57130,18133,3877756,1,0,Korean
TJMJCB84,156236730,94545,6300,1541,222796,51862,4273193,1,1,Russian
QU04QURY,156211005,119040,3915,1302,77861,25730,5576914,1,0,Korean
SZY7ZEY1,156004485,25140,141406,6728,143916,143806,3300371,1,0,English
JYBDDFFR,155731920,57600,21594,2690,972070,510063,7927278,1,1,English
RRKUN26U,155593140,124095,7777,1169,102225,65702,175788,1,0,English
M3VVKDII,155187570,57120,19298,2647,179420,132867,4071398,1,0,Italian
H4RDC7MS,154982550,87945,7136,1711,245715,122045,3621969,1,1,Portuguese
3OR62HLN,154727730,94275,6213,1605,114154,32991,3059244,1,0,Spanish
Y7UCJJTF,154595850,85635,8533,1777,120494,28322,3446723,1,0,Spanish
YTHUY3VF,154524165,117735,7416,1216,199617,23303,2812219,1,0,English
